시도,시군구,읍면,동리,단지코드,단지명,단지분류,법정동주소,우편번호,도로명주소,분양형태,사용승인일,가입일,동수,세대수,분양세대수,임대세대수,임대세대수(공공),임대세대수(민간),관리방식,난방방식,복도유형,시공사,시행사,주택관리업자,주택관리업자 사업자등록번호,일반관리-관리방식,일반관리-인원,경비관리-관리방식,경비관리-인원,경비관리-계약업체,청소관리-관리방식,청소관리-인원,청소관리-계약업체,음식물 처리방법,소독관리-관리방식,소독관리-계약업체,연간소독횟수,소독방법,건물구조,전기-수전용량,전기-세대전기계약방식,전기안전관리자선임여부,화재수신반방식,급수방식,승강기관리-관리방식,승강기(승객용),승강기(화물용),승강기(승객+화물),승강기(장애인),승강기(비상용),승강기(기타),총주차대수,지상주차대수,지하주차대수,CCTV대수,홈네트워크,긴급자동차 출입가능한 출입문,선택한출입문의 주차관제시스템,긴급전용번호판자동인식여부,긴급자동차 출입방법,긴급자동차 즉시통과,관리사무소 주소,관리사무소 연락처,관리사무소 팩스,부대복리시설,최고층수,최고층수(건축물대장상),지하층수,차량보유대수(전체),차량보유대수(전기차),전기충전기설치여부(지상),전기충전기설치여부(지하),전기차전용주차면수(지상),전기차전용주차면수(지하),외부인개방여부(지상),외부인개방여부(지하),이용가능시작시간(지상),이용가능시작시간(지하),이용종료시작시간(지상),이용종료시작시간(지하),전기차충전시설(상세),전기차 충전시설 설치대수(지상),전기차 충전시설 설치대수(지하),입주편의시설
부산광역시,사하구,,당리동,A60471209,당리반도보라아파트,아파트,부산광역시 사하구 당리동 180 당리반도보라아파트,49316,부산광역시 사하구 제석로79번길 11,분양,19920725,20090511,3,384,384,0,0,0,자치관리,개별난방,계단식,(주)반도종합건설,(주)반도종합건설, ,,자치관리,3,자치관리,6,,자치관리,3,,거점장비수거방식,위탁관리,,4,"도포식,분무식,기구부착식",철근콘크리트구조,336,기타,위탁선임,P형,부스타방식,위탁관리,13,0,0,0,0,0,438,384,54,78,무,정문,무,,,가능,부산광역시 사하구 제석로 79번길 11(당리동),512088388,519968388,"관리사무소, 노인정, 어린이놀이터, 휴게시설",15,15,0,259,0,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
부산광역시,사하구,,당리동,A60471706,당리벽산으뜸아파트,아파트,부산광역시 사하구 당리동 534-1 당리벽산으뜸아파트,49416,부산광역시 사하구 다대로22번길 30,분양,19920827,20090511,2,270,270,0,0,0,자치관리,개별난방,계단식,벽산건설,벽산건설, ,,자치관리,3,위탁관리,4,비앤에이서비스,위탁관리,2,,음식물쓰레기종량제,자치관리,,2,"도포식,분무식",철근콘크리트구조,895,단일계약,위탁선임,P형,고가수조식,위탁관리,10,0,0,0,0,0,233,233,0,24,무,정문,무,,,가능,부산광역시 사하구 다대로22번길 30,512021660,512021660,"관리사무소, 노인정, 어린이놀이터",15,15,1,283,0,설치,미설치,4,0,,,0시 분,시 분,24시 분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|4|(주)LG유플러스|,4,0,없음
부산광역시,사하구,,당리동,A60471809,당리부영벽산블루밍,아파트,부산광역시 사하구 당리동 66 당리부영벽산블루밍,49322,부산광역시 사하구 승학로71번길 60,분양,20110119,20110325,5,298,298,0,0,0,위탁관리,개별난방,계단식,(주)벽산건설,(주)부영건설,목송산업개발(주),4098132561,위탁관리,5,위탁관리,3,삼성티엠에스,위탁관리,3,삼성티엠에스,차량수거방식,위탁관리,,4,"도포식,분무식",철근콘크리트구조,1750,단일계약,상주선임,R형,부스타방식,위탁관리,7,0,0,0,0,0,303,20,283,78,유,정문,유,부,관리자 등이 긴급자동차임을 확인한 후 차단기를 수동으로 개방해 주는 경우,불가능,부산광역시 사하구 승학로 71번길 60,512010653,512010654,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",21,21,3,306,0,미설치,설치,0,0,,입주민전용,시 분,0시 0분,시 분,23시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|6|홈앤서비스 주식회사|,0,6,없음
부산광역시,사하구,,당리동,A60471904,당리삼성타워아파트,아파트,부산광역시 사하구 당리동 480-9 당리삼성타워아파트,49322,부산광역시 사하구 마하로 81,분양,19911219,20090511,1,210,210,0,0,0,위탁관리,개별난방,계단식,삼성건설(주),삼성건설(주),(주)하나종합관리,6088146774,위탁관리,2,위탁관리,2,하나종합관리,위탁관리,2,,거점장비수거방식,위탁관리,,4,분무식,철근콘크리트구조,141,단일계약,위탁선임,P형,부스타방식,위탁관리,7,0,0,0,0,0,190,130,60,32,무,정문,무,,,가능,부산광역시 사하구 당리동 480-9번지 (마하로81),512055548,512055595,"관리사무소, 노인정",15,15,1,0,1,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
부산광역시,사하구,,당리동,A10027449,당리삼창아파트,아파트,부산광역시 사하구 당리동 313-9 당리삼창아파트,,,분양,20031031,20160811,1,138,138,0,0,0,위탁관리,개별난방,혼합식,삼창종합건설,삼창종합건설,(주)명가종합관리,6038143582,위탁관리,10,위탁관리,2,(주)명가종합관리,위탁관리,1,,음식물쓰레기종량제,위탁관리,,2,"도포식,분무식",기타구조,12345,종합계약,위탁선임,기타,기타,위탁관리,3,0,0,0,0,0,150,0,150,5,,,,,,가능,부산시 사하구 제석로 33,512068100,512068101,기타,19,19,2,,,,,,,,,,,,,,,,없음
부산광역시,사하구,,당리동,A60471808,당리신익아파트,아파트,부산광역시 사하구 당리동 407 당리신익아파트,49322,부산광역시 사하구 승학로 123-4,분양,19920124,20090511,5,299,299,0,0,0,자치관리,개별난방,혼합식,(주)신익개발,(주)신익개발, ,,자치관리,4,위탁관리,5,(주)에스코아,위탁관리,4,,음식물쓰레기종량제,위탁관리,,2,분무식,철근콘크리트구조,577,단일계약,위탁선임,P형,부스타방식,위탁관리,12,0,0,0,0,0,284,284,0,56,무,정문,무,,,가능,부산광역시 사하구 승학로 123-4,512060113,512060889,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,15,1,360,6,설치,미설치,6,0,입주민전용,,0시 1분,,23시 0분,,◆1◆|지상|벽부형충전기|AC단상 5핀|완속|6|GS케넥트(주)|,6,0,없음
부산광역시,사하구,,당리동,A60471810,당리푸르지오,아파트,부산광역시 사하구 당리동 572 당리푸르지오,49322,부산광역시 사하구 승학로71번길 30,혼합,20130724,20130530,5,542,494,48,48,0,위탁관리,개별난방,계단식,(주)대우건설,당리1지구주택재개발정비사업조함,(주)에이비씨서비스,3728600893,위탁관리,5,위탁관리,6,(주)목평인력개발,위탁관리,6,(주)목평인력개발,음식물쓰레기종량제,위탁관리,(주)엔터스,3,분무식,철근콘크리트구조,2500,단일계약,상주선임,P형,부스타방식,위탁관리,13,0,0,0,0,1,749,0,749,160,유,GATE1,유,부,긴급자동차가 출입가능하도록 사전에 차량번호를 출입가능차량명부에 등록하는 경우,가능,부산시 사하구 승학로70번길 30(당리동),512022245,512022246,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",26,26,3,492,7,미설치,설치,0,15,,입주민전용,,6시 0분,,22시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|15|everon|,0,15,없음
부산광역시,사하구,,당리동,A10021073,당리협진태양아파트,아파트,부산광역시 사하구 당리동 532- 당리협진태양아파트,,,분양,19820331,20241219,9,265,265,0,0,0,자치관리,개별난방,계단식,(주)협진주택,(주)협진주택, ,,자치관리,4,,,,자치관리,2,,,관리방식미정,,,-,철골콘크리트구조,,,,,,,0,0,0,0,0,0,111,111,,19,무,,,,,가능,부산시 사하구 다대로 30,512037393,512049333,,5,,0,,,,,,,,,,,,,,,,없음
부산광역시,사하구,,당리동,A60482901,당리형제아파트,아파트,부산광역시 사하구 당리동 39-18 당리형제아파트,49316,부산광역시 사하구 제석로95번길 21,분양,19981124,20090511,1,183,183,0,0,0,자치관리,개별난방,혼합식,(주)혜성건설,(주)형제주택, ,,자치관리,2,위탁관리,2,(주)삼성보안공사,자치관리,2,,차량수거방식,자치관리,,2,분무식,철근콘크리트구조,610,단일계약,위탁선임,P형,고가수조식,자치관리,0,0,4,0,0,0,129,105,24,42,무,정문,무,,,가능,부산광역시 사하구 제석로95번길 21,512023587,512023582,"관리사무소, 어린이놀이터, 자전거보관소",18,18,1,144,2,미설치,설치,0,3,,,시 분,0시 0분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|3|LG유플러스|,0,3,없음
부산광역시,사하구,,당리동,A60472010,당리혜성아파트,아파트,부산광역시 사하구 당리동 17-2 당리혜성아파트,49316,부산광역시 사하구 제석로 127,분양,19960130,20090511,4,423,423,0,0,0,자치관리,개별난방,혼합식,(주)혜성건설,(주)혜성건설, ,,자치관리,4,자치관리,4,,자치관리,3,,거점장비수거방식,자치관리,,6,분무식,철근콘크리트구조,750,단일계약,위탁선임,기타,부스타방식,위탁관리,10,0,0,0,0,0,288,110,178,46,무,정문,무,,,가능,부산광역시 사하구 제석로127,512075387,512070050,"관리사무소, 노인정, 어린이놀이터",25,25,0,398,4,설치,미설치,5,0,입주민전용,,23시 0분,,23시 0분,,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|2|한국전력공사|,2,0,없음
부산광역시,사하구,,당리동,A60482902,우림그린아파트,아파트,부산광역시 사하구 당리동 33-3 우림그린아파트,49316,부산광역시 사하구 제석로95번길 22-5,분양,19910527,20090511,2,194,194,0,0,0,자치관리,개별난방,계단식,(주)우림주택,(주)우림주택, ,,자치관리,2,자치관리,4,,자치관리,2,,차량수거방식,위탁관리,우주종합환경,7,분무식,철근콘크리트구조,150,단일계약,위탁선임,P형,고가수조식,위탁관리,7,0,0,0,0,0,175,143,32,39,무,정문,무,,,가능,부산시 사하구 제석로 95번길 22-5,512072331,512072331,"관리사무소, 노인정, 어린이놀이터",15,15,1,184,2,설치,미설치,7,0,입주민전용,,0시 0분,시 분,23시 0분,시 분,◆1◆|지상|벽부형충전기|AC단상 5핀|완속|7|U 플러스|,7,0,없음
부산광역시,사하구,,하단동,A60476101,가락타운1단지아파트,아파트,부산광역시 사하구 하단동 365 가락타운1단지아파트,49305,부산광역시 사하구 하신번영로 365,분양,19920914,20090511,18,1746,1746,0,0,0,위탁관리,개별난방,계단식,"현대산업개발(주),벽산건설(주)",현대산업개발(주),(주)삼성T.M.S,6078138188,위탁관리,12,위탁관리,30,삼성보안공사,위탁관리,10,삼성보안공사,음식물쓰레기종량제,위탁관리,(주)고려그린산업,3,"도포식,분무식",철근콘크리트구조,4700,단일계약,상주선임,P형,부스타방식,위탁관리,51,0,0,0,0,0,1272,1065,207,218,무,정문,무,,,가능,부산광역시 사하구 하신번영로 365,512049566,519919161,"관리사무소, 노인정, 어린이놀이터, 유치원, 자전거보관소",20,20,1,1853,10,미설치,설치,0,10,,입주민전용,시 분,0시 1분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|10|에버온|,0,10,없음
부산광역시,사하구,,하단동,A60476206,가락타운2.3단지아파트,아파트,부산광역시 사하구 하단동 1175 가락타운2.3단지아파트,49430,"부산광역시 사하구 하신번영로 233,부산광역시 사하구 하신중앙로 265",분양,19920914,20090511,35,2980,2980,0,0,0,자치관리,개별난방,계단식,"SK건설, 벽산건설",가락타운합동업단, ,,자치관리,16,위탁관리,52,세호종합관리(주),위탁관리,26,(주)비씨에스,음식물쓰레기종량제,위탁관리,(주)영진이앤디,3,분무식,철근콘크리트구조,7200,단일계약,상주선임,P형,고가수조식,위탁관리,87,0,0,0,0,0,2277,1652,625,352,무,정문,무,,,가능,부산시 사하구 하신번영로 233,512047668,512047670,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 자전거보관소",24,24,1,2640,40,미설치,설치,0,29,,,시 분,0시 1분,시 분,23시 59분,◆1◆|지하|벽부형충전기|직접입력|완속|29|(주)지케넥트|,0,29,없음
부산광역시,사하구,,하단동,A60402001,남영임대2차아파트,아파트,부산광역시 사하구 하단동 475 남영임대2차아파트,49303,부산광역시 사하구 낙동대로575번길 10,임대,19890415,20090511,2,354,0,354,0,354,위탁관리,개별난방,복도식,남영토건,남영토건,(주)썬앤문,6028141335,위탁관리,5,위탁관리,4,(주)썬앤문,위탁관리,3,(주)썬앤문,음식물쓰레기종량제,위탁관리,부일환경산업,7,"도포식,분무식",철근콘크리트구조,750,종합계약,위탁선임,P형,고가수조식,위탁관리,4,0,0,0,0,0,68,68,0,16,무,정문,무,,,가능,부산광역시 사하구 낙동대로575번길 10,512034441,512034443,"관리사무소, 어린이놀이터",15,15,0,0,0,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
